symbol	CYFZ_PBMC	FY2H_PBMC	FLWA_PBMC	X453W_PBMC	X684C_PBMC	CZJE_PBMC	DZQV_PBMC	X925L_PBMC	X9JD4_PBMC	G4YW_PBMC	X4DUY_PBMC	X36TS_PBMC	CR3L_PBMC
A1BG	3.620456	2.087283	3.764533	1.639494	3.264896	4.204664	3.817458	7.193748	7.536929	3.8876958	2.235442	1.997778	3.808482
A1BG-AS1	9.49913	4.116586	5.10439	4.96349	10.23307	7.60249	7.095302	7.407794	9.3944105	6.499663	5.6820435	5.969403	4.954699
A2M	36.639632	40.423367	42.562249	67.06031	22.891169	33.671085	44.335379	55.98437981	18.025644	26.9692806	24.77942	41.728036	39.621263
A2M-AS1	3.92606	1.76982	4.36168	4.91429	2.76332	6.67462	4.43354	3.60954	2.95056	6.57057	3.58926	6.98946	5.69175
AAAS	66.777418	52.497461	70.819397	70.72343538	74.9208489	56.279657	69.71563812	53.018137	71.08375101	72.573925	65.57487	42.213253	46.31990995
AACS	11.408508	13.302844	11.9525344	18.770588	18.764878	14.313486	10.468331	18.37658	11.7746996	13.74756	11.769908	10.608188	10.9012
AAED1	18.67501	20.015592	17.17599	17.74833	16.326754	16.3896	12.3016	17.38905	12.78949979	11.83014	10.5431668	13.189261	15.11226
AAGAB	53.90044092	57.675161	45.985377	70.02239	68.62186	48.01179	38.876672	47.94251	44.429511	32.756612	45.63524	46.81439	43.25957
AAK1	20.983931	25.815507	26.421972	23.53794	25.297126	26.15814	28.302937	25.980916	35.59625	23.433547	27.458923	23.721257	28.312647
AAMDC	14.725077	10.581721	9.577439	11.698367	8.85085	9.408438	7.6212593	12.192697	9.444943486	12.166892	6.526244	8.36778	6.719532
AAMP	126.84851	138.54376	153.844659	149.50304	155.38464	139.267503	143.27206	123.538941	127.490117	138.0151	148.302355	124.163825	130.88806
AAR2	36.47566	43.58303	41.90292	47.68971	31.943464	41.57483	30.344874	36.314379	31.87875	32.31699	33.26352	39.51378	44.9853
AARS	31.027717	23.887175	20.535528	27.6905	30.95356	22.674645	29.860268	29.197338	22.741684	24.53886	34.61077	17.488759	23.175182
AARS2	9.24615	8.21295	7.13226	8.62853	6.9846	6.71069	5.660007	9.465616	6.85052	6.40205	9.327964	4.94361	7.22499
AARSD1	36.51792	55.261551	52.934183	66.809367	50.728511	59.530112	33.536262	46.36418432	45.394331	44.750073	47.8725921	40.664494	66.726924
AASDH	9.069058077	11.5538	17.4036009	9.9120853	16.256174	10.657523	7.866999	7.734028	8.645908691	11.0032121	10.729853	6.88477633	12.058769
AASDHPPT	35.691145	29.908105	38.5266255	24.99204	37.357837	29.62365	28.730413	31.712469	30.902773	40.41846	29.544187	16.645586	20.079322
AASS	5.104481	3.86106	4.49934	6.134975	5.839072	5.739357	3.6523588	7.04234	5.13564389	1.65103	2.847332	1.695248	4.997287
AATF	67.191308	82.095749	79.75081	109.298333	78.990139	69.300319	58.13734	55.776739	51.84275676	50.980505	60.21646	67.80082	58.255631
AATK	0.287781	0.447735	0.227799	0.600972002	1.6820301	0.57291	1.0374069	0.81205	0.883281	1.901693042	0.761046	1.279659	1.182638
ABAT	10.630993	5.969414	8.80078	11.518277	8.904489	7.574296	5.63365	9.755467	5.724848	9.979037	9.18036	6.875218	9.40729
ABCA1	7.305429	12.64031	4.657416	8.949042	8.124355	16.36784	4.318274	4.441059	4.48355	4.09424	7.31508	5.754158	5.521954
ABCA2	10.7131615	4.857431356	16.15476256	16.79804468	7.904881027	4.827312201	8.758077146	17.905066	11.69129714	12.87416366	11.03317184	6.483105334	14.872488
ABCA3	2.238406088	0.268015	0.9714202	1.631646	1.193222	0.4393004	1.845467	0.950354007	2.94639573	1.39139869	1.139941	1.138012	0.0187856
ABCA5	21.5355382	20.326521	23.555258	19.852669	24.0099485	16.4165801	11.0147691	24.424212	24.750422	15.35323539	13.5216567	13.12805391	21.0103232
ABCA7	47.84440569	22.212438	50.3826408	51.66780578	56.80831908	31.4114651	40.213373	56.1305627	57.494935	55.78312627	51.09671633	29.118076	51.047983
ABCB1	21.53899232	12.11258316	23.062779	11.796738	24.50193	14.839856	14.211151	21.209794	9.510432451	12.98787729	12.56063877	2.4214413	12.93623
ABCB10	3.566941	4.95804	10.32578	9.093818	9.335853	5.04099	3.53009	3.479193	7.19413	7.94684	3.470464	6.988003	3.80447
ABCB8	18.348111	12.56900178	14.757728	23.928757	22.665665	19.56084906	21.23252	20.029039	18.621493	17.442577	22.597781	13.43384	12.67199899
ABCB9	3.2068063	1.6045801	3.381447118	4.2072193	3.93813	6.088132	3.2820628	4.430083052	2.7752816	4.554966	2.9673412	2.71244965	2.777873
ABCC1	6.819886	4.454741	9.50405	8.558422537	8.316355	9.917423004	6.87718	8.980278004	8.16827002	8.531931281	5.124614002	9.531805	10.845063
ABCC10	26.5771231	18.77602546	27.672314	27.718265	29.734485	26.435653	22.782057	27.51168608	19.267286	22.504282	22.92488	18.758227	29.235068
ABCC3	19.8884894	26.7249503	15.15329038	12.006323	21.678185	11.69710319	11.5324265	37.523721	16.455577	13.70682853	20.146804	28.367604	18.61980007
ABCC5	19.19540534	12.815396	19.5497183	19.062994	17.611033	14.270793	14.093846	17.371629	18.20801	13.28064742	19.35953783	15.57981	24.125931
ABCC6	1.139528	7.848651	7.4950673	7.226559	5.707534	5.919061	3.236605	5.940302	3.448788	4.255037	2.030183912	3.287862	3.223733
ABCD1	11.416266	10.8603	10.158943	8.777523	13.601798	11.07727	12.15082	8.560362	14.127379	10.046405	10.85387	13.345495	7.31037
ABCD2	4.69452	5.10736	2.8233	3.45639	3.40227	5.26535	3.49655	7.21734	6.02673	4.46365	6.17696	4.07233	4.1788
ABCD3	19.60409	17.39694	26.071965	22.063529	15.512442	19.557432	21.390037	20.3883474	14.387904	20.7917716	16.809934	13.649162	18.474956
ABCD4	49.474677	38.949939	41.946126	70.119178	59.09537701	54.813935	45.196481	43.95952013	59.704971	67.642265	55.734547	59.008166	63.022221
ABCE1	42.64574081	52.867275	25.942497	40.804767	49.733679	35.94352	37.194517	37.762978	42.007455	40.077664	34.23978	24.336749	48.1723571
ABCF1	38.46358786	33.62173	39.90534	41.58801	34.83277	31.03388	41.86216587	31.4728	29.762816	27.27881288	31.02379	37.45659	33.40054
ABCF3	52.472957	91.32277	63.420407	104.872946	78.936427	44.914015	50.250083	48.43886607	51.83807	46.27796	59.958795	42.34149786	79.20805775
ABCG1	7.79562	10.766352	7.399073001	11.40374	22.8014	13.8069907	10.08522	13.345428	12.68490913	11.492721	11.271584	8.113186528	15.27650907
ABHD1	0.407034	7.877913	1.213226	4.842136	2.458906	1.243721	1.027696	2.31587	3.46741	6.587092	2.517629	3.13686	2.277182
ABHD10	29.319658	45.69792	48.89883	33.157194	47.1865	28.74809	38.83485	28.36926	30.83944	43.46811	31.76281	16.60064	29.87864
ABHD11	20.47756444	15.127409	18.04949234	20.958286	13.81928809	23.721079	17.24599159	15.53653	14.892694	20.242431	22.20702222	14.2638476	12.71022543
ABHD12	21.389046	51.775147	34.85235	38.857549	46.879499	20.078133	34.12085629	41.40407	37.409484	44.02755	32.705414	15.597934	46.073013
ABHD13	12.0485	18.1053	19.2852	21.8054	16.6511	16.7941	12.8905	16.5024	11.6536	15.558	14.5536	18.5736	18.0387
ABHD14A	31.7529	27.669802	34.210465	26.848235	36.134136	27.226012	22.098785	30.294702	32.047382	32.465829	24.349277	18.68541	28.496141
ABHD14B	72.12285	44.58777	67.443999	65.13574355	47.147606	70.789615	71.631319	67.965507	71.54516	78.300602	69.077488	69.872431	41.997744
ABHD15	4.49515	2.63753	7.61177	4.78924	4.60952	5.92309	1.82533	4.06772	6.06402	4.83859	2.81637	4.64091	4.07483
ABHD16A	91.524354	68.61108087	104.779911	95.577969	109.186547	77.734181	66.8778967	65.509719	91.70698423	81.16481407	98.0148294	74.492492	75.1748255
ABHD16B	0	0	0	0	0	0	0.866149	0	0.359145	0	0	0.288315	0
ABHD17A	4.3294319	2.696655	7.008779	6.551865	4.68439	3.92407	7.5342514	6.538488	12.1788255	12.77262	5.150437091	7.202570342	3.737195
ABHD17B	2.78292	2.31989	8.46601	10.16569	6.345531	5.44667	8.17601	13.62914	17.96265	12.45376	10.9137	10.66005	16.77508
ABHD2	36.39818	48.462469	39.438753	44.598669	53.43951	46.164804	47.123358	44.16133	38.066967	49.558465	45.81156	44.20269	48.206786
ABHD3	93.777946	88.86943	86.5874	95.333582	110.677299	58.708386	75.11063	80.431524	70.263528	78.41811	94.649322	56.995518	94.29233
ABHD4	25.61182	19.965363	26.19119	21.95391	22.094815	35.805885	15.813523	25.248772	17.86638	24.886546	27.246532	21.61643	21.65312
ABHD6	6.769967	10.277723	17.99618	9.774722	8.627917	6.628301	6.9960969	7.126589	4.82701714	10.432681	6.123296	7.8335184	11.03545
ABHD8	0.481104	2.015273	4.52162	2.33377	2.676682	1.644937	1.59849	3.641542	6.03451	3.67359	3.86741	1.70801	3.14237
ABI2	20.161702	19.694843	27.310277	23.755643	11.0204721	20.067551	23.850767	21.387724	26.5724673	14.730697	17.89895557	17.06249402	16.3994
ABI3	102.58552	139.93053	98.672596	98.89297	101.78923	78.43084	84.6758	70.6257	78.268526	92.263896	98.33548	85.55059	65.70092
ABL1	3.9132181	3.958835	8.4321206	6.20899	5.693247	8.113865	5.2778489	6.36239	5.50422	6.894145	4.255463	4.94436	5.753658
ABL2	2.234016	2.45955	2.4502774	1.690504	1.982259	2.569469	1.165227	4.0813478	6.2425844	2.046406	1.642785	3.551945	1.8996
ABLIM1	127.743069	66.912899	73.918707	81.347709	105.942684	142.506708	115.34922	129.88812	150.125648	118.690685	153.72189	69.265485	133.288253
ABLIM2	0.7446358	0.9375216	1.2460332	0.272929	0.050526	1.2200977	0.2957808	0.564075	1.431428	0.63760336	3.5331153	0.141509	0.743698
ABR	46.92395	31.159937	29.009384	45.157247	32.86462943	31.473235	35.698869	33.648395	28.122183	30.951101	33.20512	28.540245	34.718943
ABRACL	75.768	60.415025	78.64383	57.3085	79.0995	63.2106	57.890881	55.34834	64.1642	73.16515	62.6196	66.01527	67.0951
ABT1	32.2063	31.4604	32.6507	43.6639	39.4975	37.8992	33.9501	32.5421	30.9806	32.4967	36.0806	30.611	36.9986
ABTB1	111.139628	109.291624	110.650571	167.157126	120.82119	131.244067	91.270744	113.933338	121.535778	123.757727	162.795814	129.911292	141.434976
ABTB2	0.0771458	0.55967	0.20167	0.130168	0.778621	0.357123	1.40566	0.365063	1.08287	0.760569	0.37608	1.00916	0.624941
ACAA1	166.670365	129.16629	111.69319	166.820391	158.1432818	119.456039	140.3968225	118.471387	158.361355	167.407274	173.539728	158.394602	125.517859
ACAA2	83.038974	84.72307	104.68384	101.16718	92.929622	79.271217	65.406773	55.438332	68.77375	89.026926	99.27445	68.00961	41.44085
ACACA	9.57723339	7.304652647	9.08467	7.303221961	14.2230898	6.514391	6.534203629	14.81093985	8.746901	7.653747688	9.1129015	7.025908018	12.341886
ACACB	11.58350073	6.09384722	7.281436156	7.549552178	8.022005207	6.88431093	6.261592327	7.224743261	7.507998257	5.892243471	5.594051543	9.358417676	6.340272282
ACAD10	23.10724	17.568865	34.763884	30.1879646	26.683023	26.350091	13.2876804	29.281804	28.457332	22.1375905	22.728054	16.26482603	21.139395
ACAD11	15.50021857	15.5667801	28.699858	19.217856	28.39399	15.962884	19.33312681	17.994281	17.23610914	11.69404138	21.006471	14.75012	21.252
ACAD8	33.817033	34.918888	61.245343	52.03001	38.638435	37.648281	35.747627	39.919939	34.03761	33.581352	45.679479	25.045681	42.121297
ACAD9	17.676743	45.049533	25.55271	28.288251	34.624266	10.958178	27.482382	22.18578	17.284971	28.210862	34.67837	23.10151	22.045991
ACADM	50.855433	56.014317	51.9305862	51.245337	47.165889	47.177748	47.578516	34.827884	36.256934	38.076633	49.894411	22.100317	39.633562
ACADS	12.68546	16.57245	20.77727	21.303869	20.01834	12.90578	15.456	18.99561	16.89494	19.06805	21.95628	9.58493	18.07318
ACADSB	25.82141	18.38343	15.61357	25.00421	29.933429	17.82182	17.8777	12.49668	14.903292	22.781559	26.553691	18.948826	20.247878
ACADVL	233.69534	350.59526	483.053953	453.3280004	431.437245	144.3454986	241.4613833	365.0321966	316.709842	411.9923464	316.06042	151.882122	424.681448
ACAP1	148.082165	99.03568	155.836356	139.294131	149.364155	124.38537	141.913872	150.647115	124.18829	155.260386	139.09623	88.540843	107.802112
ACAP2	115.27647	87.860113	97.710884	104.471916	108.403221	78.229486	88.207118	116.4715181	76.386725	73.018452	80.689182	80.978362	124.686543
ACAP3	3.619609014	3.589066	7.8777505	4.463468	2.6305911	0.919732436	5.062068	6.186334	8.683539	9.9109351	6.3052145	2.7366891	7.826716
ACAT1	45.514646	54.41127664	59.95166	74.623915	57.4380553	34.496451	44.678472	50.811056	31.1419349	51.263425	50.367248	38.918352	43.028465
ACAT2	26.70969	38.36169	30.74439	41.03221	35.56393	33.4188	22.24381	24.715662	33.30515	23.7116	20.28926	18.61033	20.21421
ACBD3	5.32712	5.96881	9.98971	8.77609	7.12465	7.86218	6.49517	8.17999	8.98378	7.28957	7.51498	5.85324	6.007681
ACBD4	12.567175	11.39981301	13.358171	10.22021493	17.532246	9.897098	14.556292	14.157747	12.703581	14.776091	20.38412	5.786887	15.565764
ACBD5	23.79693	25.635574	25.892462	29.731397	19.799035	30.57301301	22.994364	21.88732	16.9075419	18.94745828	17.178983	16.70037132	19.30181753
ACCS	80.979334	25.45137586	29.257371	70.61478	21.477286	26.855219	19.594192	67.404306	45.892361	61.708211	82.752	50.60892	46.431892
ACD	45.436052	38.614354	34.744838	40.169231	48.294107	32.000594	28.503283	28.603916	42.91199	25.091962	36.15018	22.450695	44.78675
ACE	2.4569519	2.952174	1.5601017	9.00098694	4.885682	1.674149	2.821409001	3.2125869	2.88060373	3.9488664	1.1821776	1.91454	2.1534422
ACER3	32.593014	39.12151748	34.40079412	30.485968	18.49624	38.152054	14.586382	32.672279	26.823204	25.180634	38.5815841	44.38773	30.767591
ACIN1	34.274976	16.99187338	20.97597	22.187909	23.641242	26.35316	47.7145007	54.545152	46.890799	51.8323054	40.664749	38.96548	29.110811
ACLY	49.619968	63.427555	43.11622	67.911631	44.2967	47.91529	52.95912	56.950649	43.790082	48.55868	56.888902	47.954658	49.32533
ACO1	10.0761205	9.4603818	9.9829139	12.2651389	10.97072611	5.2618016	7.0180953	10.46146	8.90791481	7.8554462	10.8232823	6.495579	9.670476148
ACO2	82.095552	86.650745	86.668396	71.418169	80.402935	69.37124	75.46141	59.998823	57.71518	68.423308	71.795335	68.110989	68.593744
ACOT11	2.849137	1.60658	2.175779	2.446129	1.579471	1.731151	1.417612	3.324645	2.1791569	1.963395	1.803814	1.587517	3.364099
ACOT13	7.80911	10.07507	8.38535	6.87916	8.16704	4.89354	7.82228	6.16855	5.061447	5.30865	5.913314	5.50325	4.200347
ACOT2	15.65451	15.86921	22.51052	26.731046	25.89655	16.7214479	14.135729	15.369418	19.730785	10.44524	11.942918	12.71868	23.629
ACOT4	2.33748	0.580991	0.893105	4.02273	4.34496	4.40972	1.65087	3.73876	2.12224	2.74204	3.25178	0.575193	1.67537
ACOT7	7.402067	11.6719551	6.146883	3.801071	7.199772441	5.740116	6.031522	6.741315	6.06837	4.524652	12.267006	10.88383	6.471152222
ACOT8	41.173237	33.096829	26.424744	35.309079	44.847635	39.211366	29.79772	41.6179	41.074644	48.300958	43.16199	50.948656	36.01961
ACOT9	72.543812	70.40188	58.26149	58.33374	59.264164	60.21621	45.639359	52.73946	48.87268	68.231379	54.8441521	54.2846	52.64107
ACOX1	36.49806745	34.34318	21.187645	33.499215	30.74181	23.733169	28.125723	36.1288801	19.559787	21.67888	31.036526	22.852828	29.944391
ACOX2	0.435605	1.23809	0.20278	0.562081	0.6292274	1.088925	1.158232	0.531982	0.3810069	0.586326	1.424142	1.57238	1.80814
ACOX3	11.65131	13.69081	17.160886	9.49259563	13.43224	12.186621	9.903422	12.37871	9.679892	8.878722	12.56608	6.441667	18.11711
ACP1	139.061127	135.020572	174.573501	177.308074	164.175603	168.34298	100.012837	130.209783	125.82515	132.04463	136.39564	120.43359	154.98745
ACP2	21.43996	31.077988	16.1168213	23.758576	23.196007	16.91772	25.802279	28.18406	22.238171	29.181399	41.07676	27.551805	22.926605
ACP5	43.30291	45.271354	40.74484	34.80668	50.712324	47.811646	78.17383	51.553486	51.82357	67.847829	118.36995	44.505561	48.57867
ACP6	12.44391	5.309811	8.058769	10.55092	8.912813	13.811042	8.493649	8.565555	8.230989	9.740357	11.7049903	7.1084502	7.750301
ACPP	9.906708	26.63682	19.30523	30.689821	21.41049	15.32648	11.19999	9.88049	18.57351	19.7002224	14.719177	24.095862	11.37707
ACRBP	124.44043	97.29605	121.23906	43.21347	48.33038	85.12936	32.117184	96.40003	83.65769	56.931897	59.86547	58.170068	85.98926
ACSBG1	2.6009	0.777428	2.153134	1.890668	1.184242	1.443248	0.794543	2.438588	3.915651	2.523176	1.388973005	2.3503944	1.277723
ACSF2	22.954149	22.141469	23.507429	13.658621	17.53311236	21.8892928	9.43899961	16.2028754	12.445323	20.813261	27.644996	12.310973	27.106587
ACSF3	40.2248167	29.925894	34.613632	31.51052743	46.12674	41.68334569	42.86420789	38.2165789	45.789826	41.6469854	40.42185	42.5232201	39.53242
ACSL1	31.365941	101.0557386	59.889769	90.778953	61.777359	45.418032	48.74614402	48.64040804	30.650877	67.629129	75.317824	71.21377476	71.192463
ACSL3	33.560485	31.33399	29.26846	45.883406	33.683038	31.577186	22.45192	26.755302	25.451875	22.853188	27.89769	26.227039	35.132744
ACSL4	25.761576	35.50885	24.14203	27.57577	24.482953	25.377387	29.49176	26.74546	16.635433	21.785632	31.451066	25.631582	26.01544
ACSL5	73.09762	69.70743	57.62322	86.327335	60.735627	63.730583	64.946842	51.07649	64.28524	54.54994001	59.331772	60.22554	44.38668
ACSL6	7.4914691	2.698778472	7.698915	10.082428	14.52027017	13.4522271	10.66667505	12.90393301	9.722487	13.5465143	12.355152	5.741919608	7.018713028
ACSM3	6.943735	8.732422	8.787338	10.446372	9.566118	10.01291108	10.05048104	17.677317	7.283824	10.46031425	7.292466	7.816237	15.696338
ACSS1	16.282304	15.03195706	25.551842	11.32588341	18.09223078	15.531813	24.009045	19.141404	28.83082	22.89577	22.472351	16.143661	13.257072
ACSS2	44.75842207	58.64076	33.41937	39.47993136	49.512105	30.327774	32.077659	43.852432	45.80825868	24.173237	59.21997842	35.890942	45.858314
ACTA2	24.724175	13.16137	16.123793	29.256697	20.25799	14.943998	23.84608	33.072102	10.334943	23.033009	32.07725	16.00073	19.478198
ACTL10	0.100193	0	0.380665	0.289698	0.192664	0.505131	0.314758	0.449015	1.71327	0.812518	1.22304	0.138261	0.910251
ACTL6A	61.86982	57.08033	74.950729	65.54557	56.518267	51.80045	60.671909	77.9650681	78.88492	74.08182	85.16008	33.31545008	45.354196
ACTN1	61.774948	139.8495972	105.4103403	98.20665	95.216531	85.72651702	92.88334101	102.041376	95.509903	97.811362	114.380709	93.11956	155.381994
ACTN4	153.09724	183.49109	205.93347	230.2679	183.823122	163.914133	139.099892	187.93143	146.446701	145.404348	159.508295	150.349814	155.517223
ACTR10	121.591706	129.904129	140.41614	160.6642069	118.144984	127.9771272	87.3884	80.656467	103.763796	104.924256	108.547731	90.581045	136.325242
ACTR1A	94.30839	85.184887	95.202065	92.14602	105.806006	82.37108	73.29817	80.13228	76.611577	70.639759	77.63548	91.998686	66.73689
ACTR1B	40.96059	31.39583	46.20001	54.765058	39.6303	44.863335	49.044228	49.19741	60.9865	59.5388	60.240022	48.4037	51.538323
ACTR2	152.95901	186.36476	140.91193	166.43773	162.98138	267.5558	207.48224	263.54221	196.538752	214.86086	260.95791	238.172	284.63495
ACTR3	463.28755	472.463557	409.217051	479.6362448	436.00655	428.62687	448.43841	455.851997	434.50095	459.14939	498.56768	399.67207	378.84694
ACTR3B	9.257719	1.468055	8.18093544	3.284914	4.6211155	1.710444	3.405733	13.118206	11.64433	9.93898	3.435408	4.766105	8.454899
ACTR3C	7.810944	1.236044	9.522781545	11.69356414	7.52781	5.672597	8.6731109	12.383756	12.994031	3.082681274	4.846672	3.966296005	7.7348615
ACTR5	12.3458	16.0764	18.5985	18.855	9.79186	9.868	13.4831	12.705	13.298	11.3431	13.5552	10.827	13.8983
ACTR6	36.94919	32.218023	31.697323	35.45636	33.447564	34.799627	18.471944	34.87764	28.255614	30.24797	25.736587	21.47716	25.02749
ACTR8	25.57556	36.193335	26.118738	20.982447	27.877389	22.08875	24.379489	25.01288	22.864867	22.9367	21.613638	16.02138	19.099443
ACVR1	3.05915003	8.499244	6.892971	8.695753	6.40689	7.6948679	5.986187	9.362814	7.083519	7.06012	6.28926	10.55894	6.66402
ACVR1B	2.110765	5.580808	5.551252	5.538696	4.536171	4.663789	2.500619	4.025266	5.676816	9.417343	6.458615	5.885098	7.206358
ACVR1C	0.5194277	2.013609	0.879478	0.0594914	1.934011	0.871189	0.726901	0.92223765	2.080833	0.15643692	1.9058	0.6921781	0.213156
ACVR2A	17.857504	14.481287	15.276005	16.130916	16.839729	11.199451	11.047295	15.8067693	6.14451	11.707474	12.810429	13.752609	5.420049
ACVR2B	0.6335053	0.1877777	0.420958	0.664796	1.266409	0.2781297	0.2732901	0.7542919	1.148806	0.6985528	0.9860124	0.5302095	0.5154112
ACY1	14.25345	23.251791	18.73593123	12.143716	18.1048163	29.6869	13.62613986	12.27309773	25.23878988	13.30151077	17.738165	15.773369	12.98560131
ACY3	1.5361	1.46266	0.728026	0.492995	1.354694	2.77255	0.799279	0.636804	0.811293	2.877928	1.749290023	1.62493	1.666989
ACYP1	23.76444	11.42642	19.005139	10.02415	14.565338	11.309132	15.25447723	16.261248	16.9178	30.982053	17.72406	7.11867	10.081392
ACYP2	10.207123	13.264306	12.5461327	9.6139	12.811446	11.934815	10.648793	14.982312	12.121935	10.724996	7.424097	5.807472	13.54891
ADA	56.718376	60.675773	69.12189	75.97533	74.034721	48.899397	54.123835	38.923621	57.938159	63.850626	89.39321	46.514872	65.597148
ADAM10	137.578088	208.190602	122.5642355	197.52863	169.1460719	177.87903	156.482779	184.371178	131.1423878	131.7136126	173.31551	127.581115	222.0308239
ADAM12	0.526973	0.180974	1.543159	3.411669	0.489495	1.833702	0.547349	1.447361	0.7954665	1.486212	0.979417	0.654568	0.3169212
ADAM15	52.96881622	48.52611	48.7089288	83.7880755	56.27781619	58.10854623	64.54446101	66.26250175	60.9950846	62.8199184	50.68165078	57.3526878	48.2278157
ADAM17	31.261506	36.98112	22.672885	28.68047	32.4035246	24.885501	18.797375	21.57286	17.29893	19.756902	28.48218	21.77156	26.93617
ADAM19	21.815893	22.2660851	19.9955	18.94908	39.7304242	23.756488	18.1962392	30.6569545	18.039856	16.028061	14.640159	13.912553	35.3588
ADAM22	0.479204	1.506374	0.307595	0.5556762	0.2447276	0.195802	0.717668	0.7988822	0.875538	0.785032	0.586286	0.260549	0.331563
ADAM23	0.253871	0.285817	0.620286	0	0.014199	0.762427	1.0124375	0.722479	0.0907229	0.186513	0.3981525	0	0
ADAM28	39.623204	35.22093	73.66158	33.576716	80.95695	71.902528	35.044489	79.90878	44.433607	37.741814	45.90739	37.74201471	60.078923
ADAM8	93.514528	76.852599	97.297528	115.807834	93.214062	80.830495	69.494879	122.037148	117.541653	103.751032	130.687579	78.760804	92.993825
ADAM9	13.247241	27.784645	24.00864124	28.879029	17.22711	15.48562054	13.25448111	16.864624	14.714545	15.62361483	18.513359	18.385295	28.863288
ADAMTS10	2.4396186	1.649339	4.435693	2.249994	8.2186029	1.800854829	4.3749473	3.936274	9.358966	7.567617006	3.517684	2.997547	2.891851
ADAMTS6	1.17358	0	0.5089995	2.8094542	0.645724	0.225629	3.562429	1.6013392	2.168591	2.470188	2.603476	0.0822075	2.649135
ADAMTSL4	9.52725	12.00695	14.722863	9.966751	10.613981	6.76747	9.220530001	10.98635	10.33093932	15.7843687	8.95755701	13.708945	10.25921
ADAMTSL5	1.778522	8.790299	2.428488	1.021566	1.871915	2.205365	3.09885	1.26881	3.393059	2.183351	1.899721	4.3748105	2.9095
ADAP1	12.680622	11.995741	25.110752	22.858693	18.99295811	16.188959	15.68371	16.8599907	16.1922885	21.74375	12.20667	22.61097006	14.73298455
ADAP2	25.870242	56.880803	18.575041	28.873047	30.323246	23.377263	33.89415633	21.9613	19.11621831	33.95051709	21.03853	31.763773	21.32772
ADAR	42.562252	48.166323	66.94903	90.880979	69.945681	53.587698	90.819762	73.76609	70.487634	58.184495	81.525035	65.903503	107.617363
ADARB1	1.717704646	5.450236612	2.250614	5.570514	2.2245309	2.6997055	3.159983006	8.156256	2.3806353	4.5579949	5.135889	2.206428	10.379066
ADAT1	65.4678	64.92712	71.441101	59.096125	53.25155	39.580555	55.56374	55.45826	43.98696	53.49957	72.74238	33.834814	58.06577
ADAT2	8.76316	18.37658	10.8963	12.0415	8.75866	12.56196	7.0558	9.31955	12.99259	8.0323	12.70115	5.4853	8.09217
ADAT3	0.777475	4.06989	1.27653	2.99678	0.3449402	0.27803	1.660084	1.80636	3.23777	3.32642	3.79912	2.353968	1.4304
ADCK1	11.535031	15.5344	17.4854229	15.725715	12.137006	10.11555257	10.622329	15.515266	19.115693	15.341483	10.108357	8.933202	8.312744
ADCK2	3.65027	5.184497254	6.99069	5.976530069	3.727672	4.507874	5.01202	6.014947	7.58016	7.982411	9.64983	7.73325	1.7241823
ADCK5	11.55730476	11.02361	13.01254	18.68183583	14.89993	12.412982	14.340298	14.757409	11.92873	11.187381	13.195249	10.783923	13.698858
ADCY3	7.595106	17.758621	8.651672408	19.118734	13.602574	8.476548	12.8349919	6.237131	12.460494	10.086583	11.37945288	7.649282	13.971708
ADCY4	1.165747844	2.656028	3.83307532	1.606814	4.043762	3.686625	6.090622217	3.038357429	4.561044721	1.8607106	5.657557	2.580987837	8.175577
ADCY7	81.985379	97.10126	63.8983201	108.7658507	67.428242	74.325659	81.305564	84.93666402	70.764015	68.994754	105.8918	63.876302	92.748895
ADCY9	3.967229	0.651636	5.684228	2.5330256	3.0477848	1.7231281	2.214786	3.84468	4.144715	3.186592	0.5069476	2.88499	1.619161
ADD1	63.35825994	48.143546	94.5201552	77.533127	91.925495	85.4642661	62.037667	91.679973	105.7043385	84.68558471	68.363603	58.01282226	64.8646734
ADD2	1.679463	2.43516	1.252115	2.621698	4.2646553	1.329017	1.05231	3.042634314	1.984009	1.529178309	2.313817	0.969375	2.868087
ADD3	265.94349	262.068984	311.627785	324.606954	352.839883	253.776022	207.28782	244.0169474	227.2164893	298.648367	239.20139	216.783551	304.425184
ADH5	50.065727	54.84944602	37.067359	60.8571585	53.134284	46.47766	65.157918	65.067149	52.74034	59.802842	70.05893	46.890078	54.52144
ADHFE1	25.246442	23.460276	42.051201	48.579656	31.540841	26.450809	20.407989	36.947569	22.32723395	41.6448	47.502732	22.181269	34.99675215
ADI1	47.75659	51.66316	57.65656	71.82625	70.523276	61.43759	49.08302	43.47298	39.89727	46.75536	47.4019	54.88484	57.60457
ADIPOR1	285.26782	438.63895	261.02658	329.55925	196.99374	254.72592	232.6634112	221.12989	276.30585	156.3878636	261.74981	256.44416	314.60822
ADIPOR2	18.004021	22.88845	26.397719	22.306682	27.890874	21.712783	27.42335	24.95323	19.924202	13.68263	14.00729	12.027017	19.78067
ADIRF	0	0	0	0	0	0	0	0	0	0	0	0.143676	0
ADK	40.912761	78.54237	54.657612	40.543463	62.7087	52.728828	33.007955	44.136667	44.036198	35.552162	32.416323	28.977234	49.561272
ADM	19.354954	19.109735	10.707021	22.77377	7.6886787	21.403726	19.087262	11.2433748	3.900394436	12.24115	9.967485	19.919543	22.493182
