symbol	CYFZ_PBMC	FY2H_PBMC	FLWA_PBMC	X453W_PBMC	X684C_PBMC	CZJE_PBMC	DZQV_PBMC	X925L_PBMC	X9JD4_PBMC	G4YW_PBMC	X4DUY_PBMC	X36TS_PBMC	CR3L_PBMC
ARRDC3	51.273319	93.05659	44.163692	64.384556	70.088381	55.820841	62.03079	84.136809	52.89753	61.880707	93.569599	28.66438	63.420654
ARRDC4	2.04031	5.19426	9.76335	7.23533	6.92076	3.11801	1.77196	7.82642	9.54579	7.7392	9.2338	4.57548	7.23566
ARRDC5	3.45394	4.01693	5.8302	6.71832	5.22786	2.41671	2.00715	7.32427	6.56113	3.11116	3.20349	2.82395	4.40236
ARSA	47.350459	43.60423	43.02895	57.78883	57.13363	39.20841	54.381351	52.10413938	48.781639	58.57547	49.077512	50.05424019	28.58283
ARSD	12.689463	8.118577	16.64454	8.489976	9.978435	13.913058	7.035884	12.43552	14.74428419	17.460293	12.21018	7.884683	10.291559
ARSE	3.84648	3.71237	3.63112	2.45855	2.48707	1.06187	1.09725	1.2658	1.1089	1.13708	1.59348	0	1.69869
ARSG	22.22176092	25.04853845	25.3603	26.367079	17.799637	18.337434	15.014606	22.343866	15.31959	21.033088	24.008894	19.783858	19.802725
ARSK	10.699	12.09242	12.36542	6.012316	8.073567	8.58444	8.41147	6.234921	7.164272	5.784061	10.77157	5.72638	7.724713
ARV1	24.037526	26.964856	18.125606	17.985199	24.665161	18.87537	22.04727	25.148648	20.145794	22.04296985	24.769261	16.389506	14.99374
ARVCF	0.732587	0	4.551517649	2.614298	0.93979951	0.775095366	2.993798	2.098739	2.684742	2.262713	3.326846	1.669238	1.193569047
ASAH1	494.8745298	646.4104198	520.2364411	571.1895435	507.5223873	581.0883497	337.6967382	317.3672575	295.4710689	362.047425	456.1910817	538.1779497	563.1725181
ASAH2	0.0932905	1.24511	0.58254	5.395851	2.612052	1.480739	2.267401	3.406918	0.5227304	0.538419	0.327498	0.227758	2.122819
ASAP1	20.148697	32.194165	25.25685205	24.726905	21.173915	22.01665238	14.999356	30.55315761	28.55841	24.26397	24.909973	21.894915	27.731514
ASB1	6.94772867	8.68787	10.558097	7.95465	10.431093	18.29811	15.676095	9.08004	10.573091	9.790313	6.0568572	6.8745798	9.45852
ASB13	6.85967	9.31355	15.1950451	20.368868	10.98773	14.39104	16.60096	13.959969	13.5004	13.86108	12.957122	9.792654	11.858997
ASB16-AS1	20.872327	17.71639807	15.114557	22.98246	23.808154	21.9743	12.8806	18.358963	21.50955	17.287985	17.986336	13.50163	23.101872
ASB2	1.768814	3.298567	3.142695	3.44431	5.120948	2.469213	1.688197	2.497513	2.748984265	5.324159	7.15838	6.015509	2.13891
ASB6	19.70989	17.66042	24.1308	33.237378	29.4411	14.92383	19.62735	22.92108	23.07445	21.0837	21.41179	14.51357	21.5181
ASB7	10.32196	8.601935	9.0211	14.270208	9.15729	11.37639	7.297075	16.46167	13.03443	10.103852	18.515169	11.25371	15.977455
ASB8	77.1785507	58.401042	73.42960146	96.44046	75.73985809	86.63933101	87.6504559	83.048033	84.54167185	94.44165316	100.9115246	81.47306893	91.14988298
ASB9	0.21676	1.166447	2.209284	1.256307	1.461153	3.2584614	0	1.822618	1.488793	0.0570738	1.450799	0.0631323	0.407212
ASCC1	27.496573	24.062335	32.627197	28.837312	21.535396	24.857099	28.923179	22.852223	20.941236	30.620263	27.512836	21.95383795	23.447944
ASCC2	110.515084	152.941985	87.533766	133.591853	114.6887332	92.585187	105.9693076	95.385014	107.645421	94.012762	87.985607	86.140259	117.763742
ASCC3	13.419745	12.601344	9.74102	9.9522966	10.26844	13.880663	13.440231	19.04058487	12.21864	14.587944	16.407139	16.822701	19.0032
ASCL2	0.111057	0.107325	0.263677	0.481635	0.213565	0.27987	0.348737	0.829458	1.55808	1.05059	0.135605	0.510809	0.288341
ASF1A	27.7567	24.8307	43.8293	38.65846	51.12142	29.0894	23.16671	32.578247	30.088606	38.07734	34.6753	14.825805	24.055242
ASF1B	11.496043	12.7093	8.505718	10.1576	14.08576	8.35938	11.222829	7.568357	8.075932231	9.54088	22.94025	9.8769	12.34699
ASGR1	13.93554461	6.60914401	13.24679	9.791255902	9.77892	11.072056	8.54195	12.2368702	9.7152641	13.857827	7.437516	10.20408779	10.9779347
ASGR2	29.193884	48.107916	38.130732	33.0066316	19.576406	34.53574	26.480945	26.590339	20.387673	21.1685045	34.03983009	35.35608	34.975152
ASH1L	35.74245	19.9603649	30.181121	30.967597	31.581659	35.429306	37.281411	58.089984	44.717976	44.930875	33.360112	35.203457	64.06791
ASH2L	30.83893	46.180547	41.50442919	47.19436232	53.079479	32.08386463	40.828459	43.965461	32.858951	35.1116878	47.45274	28.295811	33.484985
ASL	35.337685	40.190431	23.399362	44.4962	32.06927	39.81592	40.051	35.51968	23.802755	34.708739	40.619288	34.505151	31.103336
ASMTL	18.758007	22.433198	21.259024	24.93357	15.110645	27.11825	18.57795	15.562952	16.454655	18.489962	20.134951	20.053065	15.268348
ASMTL-AS1	6.056235	3.962293	2.811213	6.476983	2.659729	1.706445	5.855107	2.864434	3.912286	5.414402	1.284313	6.293091	5.492302
ASNA1	47.82945253	66.98636712	49.13214042	57.10578	66.970802	48.966547	38.827125	30.7309101	32.2342	33.702749	26.52635	41.38974	38.42344
ASNS	11.29380782	10.767524	21.19171714	19.25188303	11.085713	15.770581	12.313615	12.25100422	10.10162341	18.14434571	12.94542	9.31301402	10.27686501
ASNSD1	40.64107	49.14038001	68.92498078	53.96756217	38.44035788	44.63800531	36.68016	58.7413001	45.28945	39.45858	48.01048	32.541664	35.594845
ASPH	20.4111843	19.43291806	14.887443	18.8164732	18.68610253	22.86958324	12.658236	17.4682598	16.442204	12.18035498	11.4523569	17.6639299	18.94948632
ASPHD2	1.51044	1.92254	2.66744	1.74993	2.4543	2.80741	3.16046	0.951442	3.54581	3.01313	2.28822	1.74423	1.77744
ASPM	0.102473	0.17724	0.209058	0.264988	1.132804	1.0561854	0.525468	0.638863	0.4269806	0.660912	1.78593	0.194593	0.531418
ASPSCR1	15.944919	11.7473119	19.24660642	14.5492103	13.1196883	9.1485135	5.899472	11.023621	12.8048705	17.9485438	9.290508	13.2664471	15.5636706
ASRGL1	19.49153	37.0416722	22.891843	27.511599	37.662258	31.148757	10.833025	25.48917	25.248966	19.291031	30.865199	23.66069	20.784878
ASTE1	31.38899	19.18572	24.53596	24.002021	29.433372	16.114594	21.289024	21.97646	33.71172	29.76118	36.6112	17.6929	22.49335
ASTN2	2.782758	2.5759585	3.627196	2.19161	4.116874	3.902754	4.5501636	6.742322841	3.328219	5.86122	5.01321	2.16306	7.82981
ASXL2	3.6217	4.5109616	6.56059	6.14168	6.811926	5.46508	5.69095	9.784344	7.643094	6.683679	6.70649	5.65178	6.377851
ATAD1	32.50619	29.40361	21.80519	45.0189	25.23022	31.36929	23.118343	30.33	31.70705	29.40907187	40.5062	23.56313	25.26946
ATAD2	7.191372	4.77035	8.374185	8.157725	12.223941	11.820382	7.849936	9.21194	6.801459	4.591824	12.921965	7.61684981	10.42809
ATAD2B	24.683682	17.833205	12.400785	19.0981106	19.511483	14.25189	15.269067	33.946346	16.650524	21.4649	19.1813151	22.721671	20.670707
ATAD3A	4.037246	4.546248	5.996348	5.098941	3.4633355	1.960483007	5.906455	7.526603	6.5351	3.645739	4.11880108	5.819271708	3.62381
ATAD3B	6.797333	1.7846799	7.9265	4.3576094	5.415328	7.530312	5.594088	11.51188	8.906542	5.70069	8.842332	7.210826	6.900675
ATAD3C	0.572794	0.6207102	1.660706	1.343207	1.074747	2.230193	1.127666	1.545763	0.600018	1.621948	1.782103	0.980171	1.17346
ATAD5	2.076383	2.06727	3.040804	2.50557	1.607995	2.067801	2.208044	2.9055598	0.9692432	2.714496	3.023402	1.311442	4.2958388
ATAT1	14.984877	16.067847	18.273973	12.755204	10.366514	7.0309513	10.863637	8.098822	14.044675	10.05192238	14.81143912	12.548839	20.24293308
ATE1	36.19022608	28.59685	15.456442	29.08508364	26.63749039	24.95528	23.036668	30.972331	17.692994	31.39137097	32.72799	14.83934	31.88963766
ATF1	27.95829	17.709719	26.54368	35.379747	29.86474	20.43144	31.92026	26.48373	33.10620006	32.02862	31.917603	26.94318	24.781183
ATF2	30.90265998	35.09678587	16.854862	34.48237567	34.615234	30.39141333	31.06801097	37.349513	28.47117075	27.69950738	40.90008339	26.209635	32.91318204
ATF3	43.335759	49.46627	23.016995	55.15817	33.79656	94.248806	36.84088	6.2148096	2.896675498	2.348802	3.259211	110.17953	51.63116
ATF4	113.2512	116.69949	133.50532	142.47142	101.740357	196.93376	136.98792	137.02054	156.75503	156.25116	164.05105	305.28135	117.15276
ATF5	5.492828	9.245249	7.026268	3.471926	5.58965	7.915834	7.999459	3.188702	4.821004	2.26125	3.234997	8.50615	6.997211
ATF6	16.7899	21.8803	17.5099	20.05742	18.2713	30.59609	19.849552	18.6131	17.7761	21.9702	18.9183	20.55142	21.7763
ATF7	22.673752	18.471452	17.0228635	19.731086	21.682613	22.450181	22.62634	32.13693609	21.442434	28.1095989	18.83356939	20.018877	25.11611
ATF7IP	81.143641	72.942629	72.134203	81.228556	65.84046	130.50846	93.618163	141.277866	107.785997	98.874298	107.853795	93.722632	140.38913
ATF7IP2	33.0625618	30.10160124	44.963522	47.49113604	47.083478	47.542601	41.673077	29.67574811	30.36205926	46.656684	30.722613	46.094181	69.159682
ATG10	11.127601	14.307797	17.194102	16.378764	24.059454	20.62278	17.015354	12.616224	13.3812569	13.291466	14.731335	21.217077	18.997908
ATG12	79.35573	59.55508	98.347512	121.81569	66.862992	112.417805	76.326046	67.29269	72.1380638	61.4649001	70.66865	90.624137	104.546641
ATG13	77.913449	98.1954434	70.94117314	117.7959267	110.223006	92.357657	65.016845	94.53518749	87.432749	87.45509878	85.627092	78.790292	109.800629
ATG14	6.19809	8.192046	6.36159	4.453772	6.4822	6.32209	3.451727	4.8723	4.39183	4.967662	4.99809	4.0751	6.01973
ATG16L1	31.59673098	25.446583	30.37581685	31.38271344	27.39239414	25.25816	36.42500078	39.0980404	22.87253723	32.770366	31.177802	25.06470242	34.20637943
ATG16L2	65.831387	85.413869	144.910199	130.94415	85.83156202	53.07221205	60.737437	123.963592	145.180194	148.209767	123.506447	59.270227	173.23793
ATG2A	8.921056	7.599342	13.023434	16.973021	10.817859	14.97198	10.20275	6.261037	7.807183	6.943654	6.14227813	21.259025	25.01118
ATG2B	5.546237	7.710206	4.880268	4.81709	6.230116	2.785306	6.262547	9.208933	9.440711023	4.639149	6.625803	8.78202	7.76053
ATG3	205.681181	228.06541	203.735152	250.733339	243.14401	182.500276	181.815158	168.492402	171.811789	181.55557	208.8799677	167.280384	180.3054806
ATG4A	24.676515	13.2224	15.59405	33.476596	30.820728	18.519024	14.26667	13.151074	15.272721	17.542959	22.625867	18.123001	9.913638
ATG4B	66.688693	57.810572	75.4786313	97.845316	79.919594	60.850961	80.72869	78.65664	67.2106282	98.996186	83.402161	75.566093	62.717177
ATG4C	33.29965	20.70386	35.20646	12.61283	26.2589838	30.90323	25.69835	20.096748	17.97478	18.19105	20.86375	16.92305384	27.11908219
ATG4D	9.294719	3.082815653	10.228522	10.12059	4.03728	6.8689958	12.481993	11.401186	8.339323	6.6221075	8.023369	7.953547001	5.139201805
ATG7	86.297527	117.79719	77.708575	92.947513	72.7482593	70.64489687	86.73622514	127.453334	47.072635	77.032636	56.111195	70.693516	73.545248
ATG9B	8.138461368	4.016077343	12.13828116	10.16936452	5.519880474	8.440650143	6.138697681	11.09434059	7.818202109	10.69236382	8.06333357	5.352666378	9.815542194
ATIC	89.4063254	54.46527	68.2425322	52.60266608	72.40175	57.645064	66.148054	66.871122	70.76878	68.592632	94.705185	50.27215	50.26027
ATL1	7.907876	6.295611	4.06263	8.862246	6.209713	9.066487	5.227193	5.24481	6.993604	3.4567392	4.994955	8.243343	4.44331
ATL2	11.8374004	16.404624	17.014565	18.903379	20.130549	18.251945	11.105994	18.41653927	14.372056	14.947922	14.1229504	15.501798	17.446979
ATL3	35.147789	23.579623	26.441505	28.914	28.864322	23.661828	17.3284	23.037891	15.674349	16.689662	22.241519	18.244698	16.96543
ATM	88.834866	42.2645276	94.186407	96.3919	61.345167	66.930805	51.279343	83.156574	76.197723	83.385688	65.8269775	52.78457	78.879751
ATMIN	4.5516	4.333600004	11.53287	7.114536783	7.304708724	6.517077672	8.281637	7.8611	9.101724007	11.16163	10.821503	5.364159042	7.353224036
ATN1	2.936411039	1.037678019	6.428740021	1.49796	2.9391	2.887958	1.667023345	1.836992011	1.89047517	4.25004	1.765388045	1.983813106	2.250713032
ATOX1	17.110068	28.538	27.80115	19.16621	17.108339	20.605216	18.10855	17.30681	22.065869	28.666727	25.605168	21.86974	13.091613
ATP10A	3.394416	3.6386274	4.732269	6.408118	5.71868	5.061404	7.966207	5.054315185	5.827190589	4.977581	5.322224	4.129599	3.579195
ATP10D	15.38303	11.9590117	25.257608	19.635185	23.063476	17.301222	18.99764762	22.38678	15.811764	11.448659	14.846007	24.03566	25.84714701
ATP11A	14.37757877	18.31228579	15.54919803	20.45804717	16.91371683	14.4634859	19.4168031	22.8535402	14.90862673	26.88648	14.297359	20.8861775	23.46408817
ATP11B	14.62053	20.6868	20.087192	23.975746	14.410594	19.680212	15.35301845	21.509013	17.844877	17.830957	10.625142	21.317445	16.719313
ATP11C	3.653660851	4.78531759	6.3120531	6.109484699	7.711429	5.6124606	7.71954	4.5950723	6.354882692	3.914134	2.942019174	4.324692562	6.504319
ATP13A1	22.0970369	35.871425	29.489998	40.150416	28.30719	18.5746614	32.490593	46.001282	46.337954	47.946629	48.827699	25.0984	53.332957
ATP13A2	7.926535	5.700894	8.8847	10.9860277	16.9268	9.905119	11.37575	15.404466	11.85338	13.546009	14.344096	13.615954	8.596156609
ATP13A4	0.785405	4.977583	8.16202417	4.2520737	3.45861603	1.145002	0.311368	0.2788258	0.965625	1.2123548	0.448749	2.3531079	3.84662
ATP1A1	91.098156	120.21918	112.889343	149.967232	109.35686	117.5516038	67.136521	73.293357	88.833759	84.341826	89.538637	117.29732	118.25202
ATP1B1	4.14108	4.58264	3.97188	4.13347	3.11066	5.69325	2.780692	2.46076	1.73614	2.13369	0.945406	2.47798	3.01708
ATP1B3	205.19505	141.444508	209.0594753	210.963238	152.62364	281.76693	149.120177	160.748878	124.590015	140.52217	226.11841	247.43097	258.73252
ATP2A1	1.618341	0	0	1.557397	1.143513	0.619492	0	0.4331835	0.247987	0.5886564	0.0757705	0.3675966	0.743698
ATP2A2	9.860109	12.47836709	13.5811468	9.257543	8.444293	7.736435	7.77223	5.501811	11.3698794	9.5443285	6.207718278	12.344812	5.8554669
ATP2A3	37.594441	28.184066	53.981919	68.103181	50.7740164	48.140915	56.659735	57.233837	59.168727	42.709115	45.564336	42.138588	58.0640106
ATP2B1	113.45581	102.67369	97.86096	137.58789	98.52966	198.475159	76.277986	97.43196	92.39435	78.11507	80.37639	159.322103	153.7939245
ATP2B4	69.22992746	50.6346686	68.4167227	66.16642458	68.15141755	40.52408938	34.60885662	59.30507	56.29571202	50.8069949	42.32403504	33.2633924	46.67079645
ATP2C1	28.77900989	24.92435547	22.51893504	24.70532964	34.74633925	22.09031301	22.96715075	28.4890227	29.18806467	31.31260476	28.61534895	24.97521401	28.44306815
ATP5S	29.195617	30.732424	25.119525	23.702497	29.236595	28.871019	21.702771	18.418425	11.841656	26.628175	18.704633	19.290353	27.768817
ATP6AP1	143.768456	219.0854	214.799875	228.268675	182.996031	184.1204841	150.56373	119.375251	138.2349668	147.208738	135.07598	147.071773	182.57024
ATP6AP2	321.2119575	409.415837	418.1839681	414.938064	366.1944073	365.250449	253.3958297	259.929724	240.0437279	309.9181826	311.0768214	312.98118	351.672823
ATP6V0A1	34.48248531	48.753457	42.135612	35.372915	42.44510313	27.949206	27.271562	40.725068	26.34694302	33.630099	30.1607311	27.00501	40.51858501
ATP6V0A2	8.39412	9.839616	13.411503	16.865642	9.00967	8.287659	6.94646	16.395057	12.964096	17.028295	9.746337	9.622785	8.849783
ATP6V0B	302.182358	366.42118	359.87728	354.229288	354.68042	368.428994	257.152787	245.43388	227.338189	290.017549	241.084158	397.31932	388.955012
ATP6V0C	178.9998	160.4105	153.724	190.9441	194.936	192.90683	92.36715	120.42129	140.640289	133.99921	222.34348	204.8677	126.496304
ATP6V0D1	244.9697141	323.440783	287.970891	311.958054	309.842254	301.472078	255.914535	262.083906	217.413885	295.443898	259.511805	335.353626	254.205258
ATP6V0E1	262.1315	216.41091	205.27491	182.43754	220.45678	215.1663	210.84471	270.6821	235.47563	262.7567	188.72901	210.5891632	239.92603
ATP6V0E2	68.8818798	42.2582259	52.971908	52.5908994	73.8455346	67.3353483	58.4531712	51.88372229	66.935968	47.696634	115.036264	50.916411	58.280068
ATP6V0E2-AS1	1.460139	1.39739	0	0.83446307	0.929171	0.0560012	0.389004053	0.616397	0.953893	0.765269	1.98495	0	3.115635
ATP6V1A	51.92977	63.101333	51.19807	52.559596	55.66436	62.70926815	51.550578	57.354329	43.497902	55.603572	65.344039	70.761316	81.0582
ATP6V1B2	211.35987	301.643455	219.040089	275.444448	254.07588	172.397635	187.074081	188.611804	162.355575	185.495701	245.205317	192.80073	201.803183
ATP6V1C1	42.89895002	53.80618	27.69554	33.59135	51.023102	41.83894434	35.16793	37.85792	30.685825	40.30849	42.45656	35.7348	29.20795
ATP6V1C2	0.5481915	1.574818	1.856918	0.526885	1.057996	0.966015	1.0907	1.08105	0.939727	1.04686	1.52792	1.499104	1.422173
ATP6V1D	58.57444	76.281622	52.74804	69.362393	79.526321	74.871346	57.8155872	54.20655	61.14411	85.42616	71.95590267	73.214116	47.202646
ATP6V1E1	93.136965	91.742984	80.493009	70.61031	87.200906	83.61695	69.81558	58.591447	72.197955	84.82414	74.76493	70.129394	63.148597
ATP6V1E2	3.332734	6.549359	2.0395818	5.842312	1.300476	1.603281	4.648618	3.052526	3.200396	10.69741	4.296868	3.027397	9.36841
ATP6V1F	81.05274	96.2422	121.9909	86.0601	84.0354	102.8911	68.59712	79.7183	98.87806	90.62469	61.4351	86.832387	89.95016
ATP6V1G1	278.27626	311.94512	253.3141	284.18487	315.75282	295.3348	204.07347	171.2278	192.5504	216.68705	171.78558	202.3832	302.62044
ATP6V1H	48.441544	56.069179	64.238658	52.21021701	58.223883	53.874697	51.2297831	50.44531894	39.202297	62.150874	64.195231	60.057552	40.95586001
ATP8A1	19.077054	12.518803	16.799148	18.652543	8.12243	9.70485	16.715581	24.144381	10.555303	11.0060784	14.48477	18.020123	39.17468
ATP8A2	0.0385732	0.550483	0	0.0371957	0.40782	0.389796	0.16499	0.134512	0.177683	0.284544	0.458121	0.21303	0.287355
ATP8B2	9.387118	9.142346	9.612821	18.486446	10.330922	8.759732	13.9299023	14.036679	18.662323	19.6273297	12.877844	10.747277	8.9922
ATP8B3	2.781445	3.9157796	5.025596	6.0683214	5.663366	3.3173971	2.3015854	2.70441	5.8313087	3.7533135	2.252881	2.058592	2.644110001
ATP8B4	9.86896219	14.131017	17.0412563	6.227592	10.381505	10.176208	8.872165	15.533313	5.8071823	7.3557274	8.698399	10.708452	9.499687122
ATP9A	3.196119	2.057231	3.290555	0.398542	1.46252	2.05424	1.3351	1.65258	3.297878	0.453478	2.186831	1.31071	2.276604
ATPAF1	6.408545	1.75252	13.234399	12.481058	7.964156	15.64952	9.76571	7.523859	14.070978	11.525511	12.109808	10.620441	4.876038
ATPAF2	44.258326	64.483842	73.383674	65.66231225	69.12454	63.598002	39.376347	66.69332	67.505951	48.96767	56.054079	58.361208	53.8173709
ATR	13.656241	13.64680962	18.8362	16.140802	12.507514	14.245914	14.885348	20.154043	12.066019	24.118153	15.643563	17.740125	18.052228
ATRAID	112.381154	143.79301	135.32058	134.33512	147.32504	131.739002	95.54003008	115.63266	113.7856501	127.8851101	99.62565016	102.45365	157.2070601
ATRN	4.25024	5.03274	8.52524	4.91678	3.16336	7.30873	7.4626	10.80412	6.28042	9.79306	7.87707	7.08593	7.64152
ATRX	101.827668	133.1026756	155.0054477	160.41791	143.7197972	159.012946	110.716805	164.418566	91.703411	104.500505	112.273592	125.2121497	199.9542692
ATXN10	124.337739	93.20302	135.65911	120.914117	117.46892	114.781468	103.26915	119.905446	120.86635	96.5388	107.443255	107.190274	102.732616
ATXN1L	17.84051	15.234103	15.467478	14.865337	15.45947	17.56762	16.176889	6.857591	7.20835	10.89785	7.26997	19.1831	31.42794
ATXN2L	30.9835116	34.913545	41.770837	41.175215	30.94791721	26.05881739	24.378303	33.024523	42.635772	40.25766714	30.92762949	29.591296	23.45302594
ATXN7L1	26.478561	20.107533	15.629297	15.148521	21.252917	24.915665	27.97856	28.635924	28.1804	23.622655	26.515763	18.796088	17.4975836
ATXN7L2	6.765294	3.640062	8.51758	6.333331	4.54721	4.556472	4.265324	2.46998	6.712703131	4.79406	6.436419	4.495711	5.192836
ATXN7L3	10.07646	6.68926	12.56898	10.20331	7.734249	6.25337	9.418819	5.345124	9.531528001	9.980912	6.578226	7.852886	5.981823
ATXN7L3B	26.194	28.269	28.5146	36.5258	30.1871	31.0024	25.1278	23.9334	22.8646	24.192	27.3199	29.5948	38.1006
AUH	11.85521	8.68689	19.56243	22.925158	12.856597	6.03304	14.99989	16.6923	19.480772	14.53573	16.873852	13.392233	15.04028
AUP1	253.75044	265.9474	289.02528	327.39833	294.9971	243.09832	231.28216	213.3798	217.68588	205.45634	235.62146	213.54479	262.94483
AURKA	2.154656232	3.552728	4.045862001	5.400680879	10.20807695	4.757562	3.9360867	1.929122201	5.484404	3.307888011	6.133067008	1.272450003	2.260658916
AURKAIP1	38.752124	26.17573	33.55262	30.7326	37.640676	32.054291	33.93201	34.02384	28.588674	38.00093	30.90599	27.584689	40.314782
AURKB	2.328744	2.142426	2.266014	5.623633	11.585011	7.341967	9.0693	6.062267	1.031025	5.125247	15.89448	3.899769	4.564908
AURKC	0	1.63753	0	4.5704377	0	0.116278	0.495724	1.41019	0.4870905	0	2.217775	0.781174	1.663453
AVEN	0.130992	0	0.12437	0	0	0	0.234861	0.260862	1.03359	1.23886	0.240042	0.924156	0.085061
AVIL	7.639365	2.2488863	2.652921	6.843938	5.842491	1.552272	11.336609	6.223545	6.845111	5.969715	9.872055	0.9673717	10.736144
AVL9	29.876	25.643575	24.6790216	34.46317	24.57087049	28.019837	13.929907	28.545208	16.65176718	20.52994	22.153708	23.35338	45.506028
AVPI1	10.2745	9.64103	13.724	20.4357	6.13998	42.8039	4.60249	3.72649	7.72016	2.97406	2.06296	20.9909	35.4682
AXIN1	12.182261	10.166629	11.913453	22.88532	13.59208	13.213068	15.9559631	12.255302	10.841249	18.24454	8.711913	9.4641372	11.947729
AXIN2	1.83325	1.926716	3.943716	4.873208	6.44494	3.22675	1.60822	4.2281628	5.924551096	2.986874	2.91598	2.70626	6.35227
AXL	1.77309	2.65827	1.8021	2.42961	2.42454	2.58466	2.28617	0.914701	1.36922	2.22458	1.15946	0.669599	3.15514
AZI2	71.90263	61.974797	86.4924	81.412662	58.856793	91.8455749	73.168705	69.217849	48.394123	88.992349	89.661732	73.83727	43.217332
AZIN1	112.23418	116.98341	95.96423	109.51845	107.741253	98.279743	74.995555	75.9222	59.160411	60.459781	77.878839	101.99212	98.05555
AZU1	2.598479	1.592679	2.198291	1.592351	0.308265	2.639603	5.93717	4.40416	1.884943	2.354434	1.738369	5.14754	0.759136
B2M	39559.42043	45050.0526	29337.7281	26912.9653	36351.0614	36136.9103	22269.32988	23687.93974	23216.0902	25167.80286	19216.0739	23589.19171	32460.8012
B3GALNT2	3.683969	7.972893	4.345402	8.450621	6.453389	3.376198	4.042888	7.06875	7.095496	6.440341	4.9071186	4.175164	10.57382
B3GALT2	0.710343	0.0858661	0	0	0.199166	1.59344	0.931344	1.00242	1.19425	0.88053	1.08273	0.463016	0.345415
B3GALT4	19.482141	14.3252	21.2041	23.5643	15.6753	13.095501	23.41532	22.282254	27.642818	30.85458	27.8005	12.600593	16.60512
B3GALT6	0.742784	1.29959	1.88211	1.46615	0.986104	1.16004	1.11249	0.105694	1.8614	2.74191	1.16487	1.04148	1.33043
B3GAT1	1.313841	1.332268	4.2321334	4.599595	1.8169269	1.295706	1.869763	2.290015	2.720097	4.506893472	1.7117113	2.4126865	0.212484
B3GAT2	1.714153	4.40752	2.57128	4.883573	4.875403	4.72687	1.8960175	2.45546	1.9457967	0.771135	2.9062646	2.139844	3.193137
B3GAT3	44.477052	65.198318	57.05721	93.18263	96.95615	40.74572	50.177425	64.127424	77.83105	64.530978	61.30353201	51.941046	43.741162
B3GNT2	24.1746	38.5306	32.7828	54.2801	46.9538	24.8549	20.90769	24.8506	28.0422	36.0308	28.9473	33.2512	55.7322
B3GNT4	2.4549773	2.613803	1.8620306	2.51058	3.9725951	3.165755	3.6636191	0.6582397	2.0015	1.8273738	1.252823	1.4870644	2.125776
B3GNT5	6.850939013	7.511952	4.631825	6.75745	9.801375	18.870414	2.9717466	4.43991081	1.980404006	3.858229	2.1239195	6.3709116	13.536143
B3GNT8	8.71605	14.80555	8.25661	5.27998	8.824901	6.44323	9.438	14.02985	5.11744	10.7111	14.08924	6.264637	9.24782
B3GNT9	0.0730218	0.107547	0.0350681	0.434843	0.0741605	0.0308118	0.199431	0.398883	0.289502	0.204526	0.453534	0.205508	0
B3GNTL1	12.017001	19.00106	21.872177	17.522442	21.073106	7.490282	10.882371	15.219292	14.362505	18.443205	20.81427	11.56796	7.925241
B4GALNT3	0	0	0.491113	0	2.67776	0.434822	0.4402856	0.164705	0.271949	0.167715	0.982347	0.0857068	0
B4GALT1	56.7115137	53.9421	67.5053	65.2992	53.4762	89.480425	37.1066	44.322	47.9951	51.6409	48.1326	83.8663	93.859654
B4GALT3	68.5369359	65.504581	74.388426	89.600365	98.007736	61.87376	57.87823	70.406302	82.564767	75.324544	87.031315	53.39957	65.731231
B4GALT4	13.0596398	12.666367	12.69593	12.000877	15.32131401	16.01654537	22.299858	14.77130866	9.323108	21.429164	15.081883	15.823472	15.5809808
B4GALT5	4.5359	5.01569	6.90459	3.98893	3.82601	2.98583	4.32049	3.7015	4.52221	4.69565	3.40925	5.1561	2.09688
B4GALT6	0.990161	0.622919	1.06116	0	0.965731	0.56009	0.852132	1.697849	0.832367	1.719873	0.886291	1.961959	0.446719
B4GALT7	8.722245	19.061948	23.273019	15.407333	15.098811	14.679776	12.187922	18.966309	24.444176	12.848227	19.5175824	16.367724	14.278518
B9D2	24.086568	22.8917	29.07417	19.0378	25.2206	19.935897	20.76531	20.588084	13.050826	14.380102	8.135074	21.78009	30.212502
BAALC	3.100661	0	0.0329122	1.587370013	0	0.9107888	0	0	0	0.628341	1.255697	0.144678	0
BABAM1	104.311805	123.42628	125.46306	123.44056	115.734388	97.253929	103.87116	84.664372	101.438472	98.637566	85.537103	91.4805921	70.81283
BACE1	1.305932	1.1894825	2.722907	2.235081	2.883862	3.861723	2.203922	2.0382233	5.103032383	5.936755	4.744312	1.282453	0.741474
BACE2	3.8351612	0.565946	2.0291893	4.082982	4.568024002	5.798685265	6.519658	12.94935321	4.3969611	3.813092	6.8886784	4.2158162	2.817675
BACH1	58.840082	68.644516	32.738491	61.360792	39.806964	55.383937	58.943077	70.815762	39.746193	50.578929	60.350733	59.88358	70.700241
BACH2	6.979472979	19.98069	10.168275	3.249151	13.42040103	10.88343701	14.36456057	22.812912	10.204548	12.577131	12.116869	6.227612396	21.15944647
BAD	26.685564	26.509607	37.50726	29.492321	31.86364	33.49027	29.466601	23.15209	22.32816	20.957572	23.46351	29.531737	29.18692
BAG2	2.901	2.41075	2.8873	2.83995	2.70049	1.61238	1.72366	1.94556	1.74405	1.68273	1.35	1.04916	2.27539
